Geneid	B032-1	B032-2	B032-4	B032-6	OM5011-1	OM5011-2	OM5011-4	OM5011-6	OM5334-1	OM5334-2	OM5334-4	OM5334-6
RP11-454P21.1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-343P16.1	164	206	130	121	196	129	149	96	128	125	106	93
RN7SL58P	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2023M8.1	25	48	23	29	25	41	61	34	33	38	38	45
CTD-2151L9.1	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2151L9.2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-81B23.1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-124N3.3	0	0	0	0	0	0	0	0	1	0	0	0
RP11-124N3.2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-124N3.1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-478A7.1	0	0	0	0	0	0	0	0	0	0	0	0
CDH18	0	1	0	0	0	0	0	0	0	0	0	1
RP11-61K20.1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-420O16.2	2	2	1	3	1	0	2	0	0	0	3	0
RP11-420O16.1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-774D14.1	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2333M24.1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-697E23.1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-811J10.1	0	0	0	0	0	1	0	0	0	0	0	0
RP11-374A4.1	0	0	1	0	0	0	0	0	0	0	0	1
RP11-823P9.1	255	247	202	175	173	188	161	223	361	286	284	211
RP11-823P9.3	10	25	23	4	6	9	16	16	45	34	31	29
RP11-823P9.4	1	3	4	4	4	5	3	1	7	7	10	4
RP11-360I2.1	0	3	0	0	1	1	0	2	1	0	0	0
RP11-804N13.1	0	0	0	0	1	0	1	0	0	8	0	0
CDH12	1	1	0	0	2	0	0	0	1	0	1	0
RP11-704G19.1	14	23	13	8	11	10	11	21	20	21	18	9
RP11-855C21.1	0	0	0	0	0	0	0	0	0	0	0	0
PMCHL1	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2313B8.1	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2234B20.1	0	0	0	0	0	2	0	0	0	0	0	0
CTD-2272G21.3	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2272G21.2	2	5	1	2	2	0	2	1	4	2	0	0
CTD-2272G21.1	0	0	0	0	0	0	0	0	0	0	0	0
PRDM9	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2351A8.1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-197O8.1	0	0	0	0	0	0	0	0	0	0	0	0
C5orf17	53	36	33	101	2	4	3	2	0	2	0	0
CTD-2138O14.1	1	0	0	0	2	0	0	0	0	1	0	0
CTD-2015B23.2	17	13	14	14	11	17	16	26	36	30	23	13
CTD-2074D8.1	0	0	0	0	0	0	0	0	0	0	0	0
CDH10	0	0	0	0	0	0	0	0	0	0	0	0
RP11-116O11.1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-116O11.2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-12P19.2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-12P19.1	0	0	0	0	0	0	0	0	0	0	0	0
RF00070	0	0	0	0	0	0	0	0	0	0	0	0
RP11-730N24.1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-730N24.2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-549K20.1	10	4	2	13	0	0	0	0	0	0	0	0
RP11-184E9.1	5	11	5	4	0	0	0	0	1	1	0	0
RP11-549K20.2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-192H6.2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-184E9.2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-184E9.3	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2306M5.1	0	0	0	0	0	0	0	0	0	4	0	0
RP11-184E9.4	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-374P	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2026A21.1	0	0	0	0	0	0	0	0	0	0	0	0
MSNP1	21	14	14	9	9	13	14	15	14	5	8	6
RNU4-43P	0	0	0	0	0	0	0	0	0	0	0	0
RP11-351N6.1	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2533K21.3	0	0	1	0	2	1	0	0	0	1	0	0
CTD-2533K21.2	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2533K21.1	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2533K21.4	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2194F12.1	0	0	0	0	0	0	0	0	0	0	0	0
CDH9	0	0	35	0	2	0	0	0	0	0	0	0
RNU6-738P	0	0	0	0	0	0	0	0	0	0	0	0
CTD-3007L5.1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-46C20.1	4	10	4	1	0	0	0	0	2	0	0	0
RP11-560A7.1	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2061E9.1	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-909P	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2134P3.1	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2134P3.2	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2269E23.3	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2269E23.1	4	1	1	1	2	2	4	2	3	3	2	0
CTD-2269E23.2	0	0	0	0	1	0	0	1	1	0	0	0
CTD-2269E23.4	0	0	0	0	0	0	0	0	0	0	0	0
RP11-42L13.1	0	0	0	0	0	1	0	0	0	0	2	0
RP11-42L13.2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-42L13.3	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2118P12.1	0	0	0	0	0	0	1	0	0	0	0	0
CTD-2010I22.2	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2345H1.1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-93N19.1	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2011G17.1	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2057J6.2	0	0	0	0	1	1	1	1	2	1	1	1
CTD-2057J6.1	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP207	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2351A16.1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-136H13.1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-136H13.2	1	2	1	0	0	0	0	0	1	0	0	0
CTD-2127O16.1	0	2	3	2	2	4	5	2	2	2	2	0
CTD-2127O16.2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-152K4.2	0	0	0	0	0	0	0	0	0	0	0	0
CDH6	1	0	0	0	0	0	0	0	0	0	1	0
RP11-152K4.1	0	0	0	0	0	0	0	0	0	0	0	0
DROSHA	740	1075	981	906	871	858	805	717	1053	1184	1033	691
C5orf22	485	790	445	503	588	544	594	704	729	661	612	633
CTD-2008E3.1	36	30	13	22	40	18	17	12	6	40	21	18
RNU6-363P	0	0	0	0	0	0	0	0	0	0	0	1
PDZD2	15	18	28	8	40	20	55	46	83	29	67	29
RP11-5N11.2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-5N11.1	0	0	0	1	0	1	1	1	1	1	1	0
RP11-5N11.3	0	0	0	0	0	0	0	0	0	0	0	0
RP11-5N11.4	0	0	0	0	0	0	0	0	0	0	0	0
RP11-5N11.5	0	0	0	0	0	0	0	0	0	0	0	0
RP11-5N11.6	0	0	0	0	0	0	0	0	0	0	0	0
RP11-5N11.7	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-358P	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2290C23.1	23	15	13	22	34	28	13	24	34	33	28	20
RNU6-760P	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2290C23.2	2	10	1	6	8	0	9	10	4	8	9	5
CTD-2290C23.3	1	2	0	2	4	4	1	2	0	8	1	1
CTD-2206G10.1	28	22	22	26	42	23	14	30	33	22	27	9
CTD-2206G10.2	30	34	24	24	28	31	27	51	44	33	29	20
MIR4279	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2152M20.2	8	13	5	19	20	13	14	21	9	3	20	8
GOLPH3	4144	4964	3307	3680	3680	3466	3299	3616	3431	4206	2999	1867
CTD-2186M15.3	80	168	97	122	135	88	101	70	69	133	125	48
CTD-2186M15.1	95	135	91	120	164	153	108	205	168	152	146	119
MTMR12	856	883	869	1124	1066	889	765	1040	1186	1241	1042	795
RNU6-1079P	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-378P	0	0	0	0	0	0	0	0	0	0	0	0
ZFR	4009	4983	3815	4186	4771	4092	4161	4544	5255	6387	4445	3111
MIR579	0	2	0	0	0	0	0	0	1	2	2	0
CTD-2290P7.1	9	2	6	4	1	5	4	2	3	4	0	7
SUB1	16293	19879	14330	16852	15192	14508	14476	15623	13278	14783	12836	11565
CTD-2004A9.1	0	1	0	0	0	0	0	0	0	0	0	0
NPR3	153	131	111	60	5	22	0	31	33	58	32	8
CTD-2218G20.1	9	1	10	4	3	8	5	11	7	6	4	4
CTD-2066L21.3	1	2	0	0	2	0	0	0	1	0	0	0
CTD-2218G20.2	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2066L21.1	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2066L21.2	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2017D15.1	1	5	0	4	2	6	0	1	2	2	3	4
RP11-36C20.1	863	1082	876	854	1530	996	999	1649	1234	1082	1134	903
RP11-113I22.1	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2203K17.1	21	35	54	14	41	30	25	30	33	23	61	37
TARS	3967	5111	3605	5469	4141	3153	3850	5767	3268	3516	2769	4224
CTD-2233C11.3	2	3	9	4	0	4	1	3	8	0	2	0
CTD-2233C11.2	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS12	0	1	0	0	1	0	1	2	1	2	13	13
RNU6-923P	0	0	0	0	0	0	0	0	0	0	0	0
RXFP3	0	0	0	0	0	0	0	0	0	0	0	0
SLC45A2	0	0	0	0	0	0	1	0	0	0	1	0
RP11-1084J3.1	0	6	0	0	4	1	0	0	3	0	0	0
AMACR	62	82	24	42	53	57	56	52	77	65	70	52
C1QTNF3-AMACR	0	1	0	0	5	0	1	4	1	4	3	0
RP11-1084J3.3	0	0	0	0	0	0	0	1	0	1	0	0
C1QTNF3	79	76	110	76	128	127	104	120	156	138	138	98
RP11-1250I15.2	2	2	1	0	0	1	0	0	0	0	1	0
RP11-1250I15.1	0	1	0	1	1	4	3	0	0	2	3	0
RP11-1250I15.3	7	17	2	4	2	19	9	2	9	8	7	4
RP11-1023L17.1	66	92	50	45	43	52	77	29	157	138	141	49
RP11-1023L17.2	92	106	70	45	42	49	72	29	318	290	310	93
RP11-1325J9.1	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2024P10.2	0	0	0	0	0	0	0	0	0	0	0	0
RAI14	4	4	4	15	28	30	4	27	0	1	3	2
CTD-2024P10.1	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2517O10.6	21	22	10	10	53	38	37	16	122	66	59	37
TTC23L	0	3	0	3	1	1	1	3	8	0	7	6
CTD-2517O10.5	1	1	0	0	1	0	0	0	1	0	2	0
RPL21P54	0	0	1	0	0	0	1	0	0	0	1	0
RAD1	799	1023	834	885	928	862	970	1083	1281	1406	1262	1298
BRIX1	1314	1731	1263	1406	1508	1465	1566	1740	2423	2397	1955	1681
DNAJC21	2215	3351	2154	2230	2598	2458	2616	3068	2679	2661	2083	1827
AGXT2	0	0	0	0	0	0	0	0	0	1	0	0
PRLR	0	0	0	0	6	0	0	0	25	0	0	0
CTD-2046J7.1	0	0	0	0	0	0	0	0	0	0	0	0
SPEF2	440	650	547	438	447	534	537	403	379	267	265	200
RNU7-130P	0	2	0	1	0	2	0	0	5	0	2	0
CTD-2113L7.1	10	5	12	11	8	5	2	24	4	10	17	4
IL7R	74365	90962	77136	100865	77649	66779	68046	98770	66215	63716	57943	33219
RP11-79C6.2	1	0	0	0	0	0	0	0	0	0	0	0
RP11-79C6.1	3	0	0	0	0	0	0	0	0	0	0	0
CAPSL	0	0	0	0	0	15	0	0	0	0	0	0
RP11-79C6.3	0	0	0	0	0	0	0	0	0	0	0	0
UGT3A1	0	0	0	0	0	0	0	0	0	0	0	0
UGT3A2	0	0	2	0	0	0	0	0	0	7	0	0
CTD-2197M16.1	0	0	0	0	0	0	0	0	0	0	0	0
LMBRD2	331	553	391	414	383	288	415	467	437	583	429	335
MIR580	0	0	0	0	0	0	0	0	0	0	1	0
SKP2	860	1063	810	604	825	763	816	928	900	859	840	386
RNU6-1305P	0	0	0	0	0	0	0	0	0	0	0	0
NADK2	492	458	393	361	645	452	472	473	868	681	590	470
CTD-2320O4.2	0	0	0	0	0	0	0	0	0	0	0	0
RANBP3L	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP181	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2282P23.1	1	2	3	1	5	1	4	6	4	8	7	2
SLC1A3	2	9	15	15	7	16	7	24	1	12	0	2
CTD-2282P23.2	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2353F22.1	11	10	8	3	17	14	24	9	10	13	22	14
CTD-2353F22.2	0	0	0	0	0	1	0	0	0	0	0	0
CTD-2653M23.3	0	0	4	0	14	6	3	4	2	6	16	2
NIPBL	5666	8065	6336	5955	7236	6592	6811	6845	9024	9057	8146	5108
CTD-2653M23.1	7	23	7	4	3	6	3	8	3	9	13	0
CTD-2284O10.1	68	109	66	77	144	96	87	151	128	110	119	93
C5orf42	136	138	136	255	190	187	207	255	352	205	246	208
CTD-2284O10.3	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2124B8.1	18	43	30	23	27	19	32	18	21	17	25	21
RN7SL37P	2	4	7	5	5	0	5	1	7	1	2	8
CTD-2124B8.2	33	49	18	16	22	22	27	27	32	26	38	44
NUP155	472	627	536	688	614	486	382	558	671	685	742	531
RNU7-75P	3	1	3	0	1	2	1	2	6	0	4	1
RP11-648M2.1	0	0	0	0	0	0	0	0	0	0	0	0
WDR70	1219	1746	1317	1328	1404	1163	1253	1371	1491	1163	1362	1143
RP11-648M2.2	0	0	1	0	0	0	4	0	1	0	0	0
RNU6-1190P	0	0	0	1	0	0	0	0	0	0	0	0
RNU6-484P	0	0	0	0	0	0	0	0	0	0	0	0
GDNF-AS1	0	0	0	0	0	0	0	0	0	0	0	0
GDNF	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2194L12.2	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2194L12.3	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2130F23.2	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2130F23.1	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2116N24.1	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2207A17.1	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2007F2.1	0	0	0	0	0	0	0	0	0	0	0	0
EGFLAM	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2022B6.1	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2108O9.3	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2108O9.2	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2108O9.1	0	1	0	0	0	0	0	0	0	0	0	0
CTD-2108O9.4	14	26	15	23	44	18	17	29	20	23	13	11
CTD-2263F21.1	0	0	0	0	0	0	0	0	0	0	0	0
LIFR	0	0	0	0	7	0	0	0	0	0	0	2
CTD-2196P11.1	3	2	0	0	8	0	0	0	0	0	2	0
MIR3650	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2196P11.2	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2127H9.1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-122C5.2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-122C5.3	0	0	0	0	0	0	0	0	0	0	0	0
OSMR	20	19	18	23	0	14	28	2	32	22	11	1
RICTOR	2266	3674	2773	2337	3684	3527	3545	2358	5037	4875	4573	3094
CTD-2360A17.2	0	0	0	0	0	0	0	0	0	0	0	0
FYB1	31486	39228	30153	30756	42051	35062	39482	43219	41435	39983	35370	26474
CTD-2317K6.1	11	26	16	5	14	5	16	7	18	10	41	14
C9	0	0	0	0	0	0	0	0	0	0	0	0
DAB2	73	45	35	20	53	80	7	23	15	59	29	16
CTD-2078B5.2	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2078B5.1	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2120M21.1	2	6	2	3	3	2	1	2	1	7	4	1
CTD-2127F10.1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-758E17.2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-758E17.1	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2651L24.1	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-150P	0	0	0	0	0	0	0	0	0	0	0	0
RP11-386E5.1	0	0	0	0	0	0	0	0	0	0	0	0
TTC33	460	485	319	278	349	455	341	353	428	430	300	260
PTGER4	1856	2895	2015	2259	2465	2490	2451	2337	916	828	694	1192
PRKAA1	1461	2152	1619	1564	1590	1374	1442	1437	1816	1980	1936	1280
RF00191	2	3	6	0	0	2	5	0	1	3	1	1
RPL37	33770	44461	34109	34221	57950	41094	39260	57465	50853	49356	48094	35508
SNORD72	1	4	0	5	6	0	2	12	3	0	3	4
CARD6	199	242	204	209	106	136	96	143	195	104	135	105
C7	0	0	0	0	0	0	0	0	1	0	0	0
RNU7-161P	0	0	0	0	0	0	0	0	0	0	0	0
RP11-301A5.2	0	0	0	0	0	0	0	0	0	0	0	0
MROH2B	0	0	0	0	0	0	1	0	0	0	0	0
C6	0	0	0	0	0	0	0	0	0	0	0	0
PLCXD3	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2122P11.1	5	9	7	9	5	4	5	7	6	8	4	4
OXCT1	833	997	702	775	775	822	1042	1063	1173	838	879	710
CTD-2062O1.3	1	3	0	5	20	7	1	7	1	2	2	0
CTD-2062O1.1	0	0	0	0	0	0	0	0	0	0	0	0
C5orf51	735	1175	792	1181	975	985	928	1304	1400	1507	1258	1102
FBXO4	430	561	423	401	649	506	621	517	732	841	653	400
CTD-2156G10.1	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2156G10.2	0	0	0	1	0	0	0	0	0	0	0	0
RP11-112L7.1	0	0	0	0	0	0	0	0	0	0	0	0
GHR	0	0	0	0	1	1	0	1	1	1	2	0
CTD-2265D6.1	8	7	2	6	13	2	4	5	12	9	3	8
CTD-2265D6.2	0	0	0	0	0	0	0	0	1	0	0	0
RP11-116B13.1	0	0	0	0	0	0	0	0	0	0	0	0
CCDC152	263	433	265	244	237	172	252	253	493	403	326	316
SEPP1	24	32	16	13	38	12	13	24	47	72	43	50
CTD-2325A15.5	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2325A15.3	8	8	5	8	7	9	3	8	15	11	3	5
CTD-2325A15.2	0	5	0	0	0	0	0	0	0	0	10	0
CTD-2201E18.4	1	1	0	0	4	0	0	3	4	0	3	3
CTD-2201E18.2	0	3	6	0	0	5	0	1	8	7	1	1
CTD-2201E18.1	2	9	1	5	2	9	6	1	17	10	19	17
CTD-2201E18.5	3	3	14	11	0	8	32	5	32	5	21	17
CTD-2201E18.3	259	433	220	274	491	449	357	417	514	568	422	365
CTD-2035E11.3	43	65	47	61	64	47	58	48	51	45	64	68
CTD-2035E11.4	116	273	177	235	113	175	177	189	162	172	205	163
ANXA2R	2079	2798	2188	3016	4402	4385	4528	5676	4396	4994	4439	4852
AC025171.1	147	212	133	120	210	279	313	316	698	480	436	481
CTD-2035E11.5	30	45	51	36	47	67	32	47	132	127	128	91
ZNF131	2241	2949	2386	2514	2470	2741	2521	3072	4041	3763	3378	2625
RP11-447H19.4	13	21	25	14	23	20	18	24	38	40	32	16
NIM1K	11	25	31	13	7	5	7	5	0	30	9	15
RP11-447H19.3	2	21	9	7	5	12	6	8	16	9	22	4
RP11-447H19.2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-447H19.1	9	1	16	3	3	7	9	5	1	4	0	6
CTD-2636A23.2	2	16	38	3	39	8	17	17	25	38	4	23
HMGCS1	297	584	348	504	443	453	545	470	385	405	383	376
RP11-159F24.2	13	14	16	10	30	11	10	17	11	12	10	8
CCL28	995	1347	1005	472	1277	1229	1477	884	1007	1110	905	634
C5orf28	455	524	458	397	421	371	464	492	608	733	621	443
RP11-159F24.3	24	58	21	36	35	20	41	34	64	56	57	29
C5orf34	35	121	58	52	72	51	72	66	155	150	126	82
RP11-159F24.4	126	178	146	132	233	146	138	182	283	276	212	121
RP11-159F24.6	0	7	0	1	0	0	4	3	5	4	1	0
RP11-159F24.5	14	17	13	5	20	11	26	0	21	7	22	8
PAIP1	697	1173	755	888	792	851	726	843	896	866	851	739
RP11-159F24.1	663	1011	700	747	832	798	814	908	1047	916	805	594
CTD-2210P15.3	5	28	17	19	22	11	20	10	54	34	52	15
CTD-2210P15.2	1	3	1	3	0	0	6	4	2	3	6	0
NNT	1374	2086	1581	1533	1702	1453	1409	1495	2068	1767	1462	1146
CTD-2210P15.1	25	32	13	19	26	21	21	33	25	18	25	16
RP11-8L21.1	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-381P	0	0	0	0	0	0	0	0	0	0	0	0
FGF10	0	0	0	0	0	0	0	0	0	0	0	0
RP11-473L15.2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-473L15.3	0	0	0	0	0	0	0	0	0	3	0	0
RP11-503D12.1	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL383P	0	0	0	0	0	0	0	0	0	0	0	0
RP11-53O19.1	5	23	2	8	14	2	10	19	21	6	34	3
RP11-53O19.2	0	0	0	0	0	0	0	0	0	0	0	0
MRPS30	2626	3510	2571	2351	2638	2584	2605	2602	3050	3826	3068	1942
RP11-53O19.3	71	149	101	85	150	113	146	94	210	283	210	202
RP11-357F12.1	0	0	0	0	0	0	0	0	0	0	0	0
HCN1	9	0	0	0	0	0	0	0	0	0	0	0
RP11-484L7.1	0	0	0	0	0	0	0	0	2	1	0	0
RP11-484L7.2	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2013M15.1	0	0	0	0	0	0	0	0	0	1	0	0
EMB	4850	6354	5007	5172	5831	4798	5497	6505	6138	6206	5572	4217
RP11-269M20.2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-269M20.1	1	3	1	2	3	3	2	4	0	3	0	1
RP11-269M20.3	2	2	1	5	3	11	1	8	20	9	8	16
PARP8	3696	5226	3944	4185	4772	4921	5032	4471	3921	4458	3486	3340
RP11-317O24.1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-317O24.3	0	0	0	0	0	0	0	0	0	0	0	0
RP11-317O24.2	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2089N3.1	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2089N3.2	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2089N3.3	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-480P	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2054H24.1	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-1296P	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2312P21.1	1	0	0	0	0	0	0	0	0	1	3	0
CTD-2314G24.2	0	0	0	0	0	0	0	0	0	0	0	0
ISL1	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2335O3.1	0	0	0	2	0	0	0	1	0	0	1	0
CTD-2335O3.2	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2335O3.3	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP182	0	0	0	0	0	0	0	0	0	0	0	0
RP11-182I21.1	0	0	0	0	0	0	1	1	0	1	0	1
RP11-182I21.2	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2203A3.1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-668G8.1	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2141G3.1	0	2	0	0	0	0	0	0	0	0	0	0
CTD-2288O8.1	0	0	0	0	0	0	2	0	0	0	0	0
ITGA1	54	52	76	72	240	207	162	322	61	37	56	86
PELO	839	1000	837	724	1085	1152	1095	1346	1304	1307	1146	838
CTD-2207L17.2	0	0	0	0	0	0	2	1	0	0	0	0
CTD-2207L17.1	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2175A23.1	0	0	0	0	0	4	0	0	3	0	0	0
ITGA2	62	72	70	91	33	16	32	26	77	33	29	26
CTD-2366F13.2	8	6	10	11	15	21	18	19	15	18	52	13
MOCS2	1055	1576	1118	1315	1398	1467	1528	1792	1408	1602	1387	1046
CTD-2366F13.1	54	49	35	49	134	43	90	104	209	124	132	96
RP11-94D20.1	4	5	5	0	4	4	2	6	3	5	4	2
RP11-289K10.1	95	91	76	82	128	87	80	121	110	116	98	79
FST	4	4	10	2	44	32	30	8	50	46	19	12
NDUFS4	1622	2012	1523	1515	1867	1370	1629	1694	1683	1976	1556	1288
CTD-2081C10.1	13	0	0	0	0	0	0	0	0	0	0	0
CTD-2081C10.2	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2081C10.7	4	6	16	8	11	4	15	2	6	0	10	3
ARL15	266	279	255	245	356	299	281	321	222	392	286	185
RNU6-272P	1	0	0	1	0	0	1	0	0	0	5	0
MIR581	0	0	0	4	0	0	1	0	0	0	0	0
RN7SL801P	0	0	0	0	0	0	0	0	0	0	0	0
MIR4459	0	0	0	1	0	0	3	0	0	0	0	0
CTD-2081C10.5	0	0	0	0	0	0	0	0	1	0	0	0
RP11-461C13.1	0	0	2	0	2	1	1	0	1	7	0	0
RP11-461C13.2	1	0	1	0	0	1	0	1	1	0	2	1
HSPB3	0	0	0	0	0	0	0	0	0	0	0	0
SNX18	809	1125	802	790	741	553	577	690	950	949	686	341
CTD-2591A1.1	1	0	1	0	5	1	0	0	0	5	4	0
AC112198.1	0	0	0	0	0	0	1	0	0	0	0	0
RP11-45H22.1	0	1	1	1	1	0	0	0	0	1	0	2
RP11-45H22.2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-45H22.3	0	0	0	0	0	0	0	0	0	0	0	0
ESM1	38	52	24	12	13	28	12	2	0	0	0	0
CTD-2313F11.1	14	15	15	4	49	26	36	43	7	3	9	2
GZMK	813	843	788	470	1161	1169	1150	979	236	118	161	114
CTD-2313F11.2	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2313F11.3	0	0	0	0	0	0	0	0	0	0	0	1
CTD-2313F11.4	17	41	22	21	25	25	32	25	15	14	19	3
GZMA	3918	4103	3206	2618	10225	9015	7862	8957	881	844	771	461
CDC20B	0	10	0	0	6	4	8	0	7	1	3	0
GPX8	1	0	0	0	0	0	1	0	0	2	0	0
MIR449A	0	0	0	0	0	0	0	0	0	0	0	0
MIR449B	0	0	0	0	0	0	0	0	0	0	0	0
MIR449C	0	0	0	0	0	0	0	0	0	0	0	0
MCIDAS	0	0	0	0	0	1	0	0	0	0	0	0
CCNO	8	4	5	0	4	0	0	2	0	8	0	0
RP11-506H20.1	11	8	7	12	4	11	15	10	19	8	13	7
DHX29	1773	2511	1958	2145	1971	1721	1942	2239	3001	2472	2123	1886
SKIV2L2	1143	1596	1052	908	1128	1048	950	1035	1698	1506	1251	916
RP11-506H20.2	0	0	9	0	0	0	4	0	0	1	0	0
PLPP1	285	384	249	244	261	224	263	284	469	383	330	336
CTD-2315M5.2	7	0	4	2	0	0	0	0	0	0	3	0
MIR5687	0	0	0	3	0	0	0	0	0	0	0	0
CTD-2331H7.1	7	15	7	2	2	6	5	2	10	2	2	1
CTD-2331H7.2	0	0	0	0	0	0	0	0	1	0	0	0
